,id_code,experiment,plate,well,sirna,well_type,img_path_root,cell_type
625,HEPG2-03_2_M19,HEPG2-03,2,M19,14,positive_control,train/HEPG2-03/Plate2/M19_s2,HEPG2
626,HEPG2-03_2_M22,HEPG2-03,2,M22,7,positive_control,train/HEPG2-03/Plate2/M22_s1,HEPG2
627,HEPG2-03_2_M22,HEPG2-03,2,M22,7,positive_control,train/HEPG2-03/Plate2/M22_s2,HEPG2
628,HEPG2-03_3_B02,HEPG2-03,3,B02,30,negative_control,train/HEPG2-03/Plate3/B02_s1,HEPG2
629,HEPG2-03_3_B02,HEPG2-03,3,B02,30,negative_control,train/HEPG2-03/Plate3/B02_s2,HEPG2
630,HEPG2-03_3_C03,HEPG2-03,3,C03,13,positive_control,train/HEPG2-03/Plate3/C03_s1,HEPG2
631,HEPG2-03_3_C03,HEPG2-03,3,C03,13,positive_control,train/HEPG2-03/Plate3/C03_s2,HEPG2
632,HEPG2-03_3_C07,HEPG2-03,3,C07,24,positive_control,train/HEPG2-03/Plate3/C07_s1,HEPG2
633,HEPG2-03_3_C07,HEPG2-03,3,C07,24,positive_control,train/HEPG2-03/Plate3/C07_s2,HEPG2
634,HEPG2-03_3_C11,HEPG2-03,3,C11,8,positive_control,train/HEPG2-03/Plate3/C11_s1,HEPG2
635,HEPG2-03_3_C11,HEPG2-03,3,C11,8,positive_control,train/HEPG2-03/Plate3/C11_s2,HEPG2
636,HEPG2-03_3_C15,HEPG2-03,3,C15,10,positive_control,train/HEPG2-03/Plate3/C15_s1,HEPG2
637,HEPG2-03_3_C15,HEPG2-03,3,C15,10,positive_control,train/HEPG2-03/Plate3/C15_s2,HEPG2
638,HEPG2-03_3_C19,HEPG2-03,3,C19,20,positive_control,train/HEPG2-03/Plate3/C19_s1,HEPG2
639,HEPG2-03_3_C19,HEPG2-03,3,C19,20,positive_control,train/HEPG2-03/Plate3/C19_s2,HEPG2
640,HEPG2-03_3_C22,HEPG2-03,3,C22,4,positive_control,train/HEPG2-03/Plate3/C22_s1,HEPG2
641,HEPG2-03_3_C22,HEPG2-03,3,C22,4,positive_control,train/HEPG2-03/Plate3/C22_s2,HEPG2
642,HEPG2-03_3_F03,HEPG2-03,3,F03,15,positive_control,train/HEPG2-03/Plate3/F03_s1,HEPG2
643,HEPG2-03_3_F03,HEPG2-03,3,F03,15,positive_control,train/HEPG2-03/Plate3/F03_s2,HEPG2
644,HEPG2-03_3_F07,HEPG2-03,3,F07,18,positive_control,train/HEPG2-03/Plate3/F07_s1,HEPG2
645,HEPG2-03_3_F07,HEPG2-03,3,F07,18,positive_control,train/HEPG2-03/Plate3/F07_s2,HEPG2
646,HEPG2-03_3_F11,HEPG2-03,3,F11,9,positive_control,train/HEPG2-03/Plate3/F11_s1,HEPG2
647,HEPG2-03_3_F11,HEPG2-03,3,F11,9,positive_control,train/HEPG2-03/Plate3/F11_s2,HEPG2
648,HEPG2-03_3_F15,HEPG2-03,3,F15,5,positive_control,train/HEPG2-03/Plate3/F15_s1,HEPG2
649,HEPG2-03_3_F15,HEPG2-03,3,F15,5,positive_control,train/HEPG2-03/Plate3/F15_s2,HEPG2
650,HEPG2-03_3_F19,HEPG2-03,3,F19,26,positive_control,train/HEPG2-03/Plate3/F19_s1,HEPG2
651,HEPG2-03_3_F19,HEPG2-03,3,F19,26,positive_control,train/HEPG2-03/Plate3/F19_s2,HEPG2
652,HEPG2-03_3_F22,HEPG2-03,3,F22,22,positive_control,train/HEPG2-03/Plate3/F22_s1,HEPG2
653,HEPG2-03_3_F22,HEPG2-03,3,F22,22,positive_control,train/HEPG2-03/Plate3/F22_s2,HEPG2
654,HEPG2-03_3_H03,HEPG2-03,3,H03,28,positive_control,train/HEPG2-03/Plate3/H03_s1,HEPG2
655,HEPG2-03_3_H03,HEPG2-03,3,H03,28,positive_control,train/HEPG2-03/Plate3/H03_s2,HEPG2
656,HEPG2-03_3_H07,HEPG2-03,3,H07,6,positive_control,train/HEPG2-03/Plate3/H07_s1,HEPG2
657,HEPG2-03_3_H07,HEPG2-03,3,H07,6,positive_control,train/HEPG2-03/Plate3/H07_s2,HEPG2
658,HEPG2-03_3_H11,HEPG2-03,3,H11,1,positive_control,train/HEPG2-03/Plate3/H11_s1,HEPG2
659,HEPG2-03_3_H11,HEPG2-03,3,H11,1,positive_control,train/HEPG2-03/Plate3/H11_s2,HEPG2
660,HEPG2-03_3_H15,HEPG2-03,3,H15,23,positive_control,train/HEPG2-03/Plate3/H15_s1,HEPG2
661,HEPG2-03_3_H15,HEPG2-03,3,H15,23,positive_control,train/HEPG2-03/Plate3/H15_s2,HEPG2
662,HEPG2-03_3_H19,HEPG2-03,3,H19,14,positive_control,train/HEPG2-03/Plate3/H19_s1,HEPG2
663,HEPG2-03_3_H19,HEPG2-03,3,H19,14,positive_control,train/HEPG2-03/Plate3/H19_s2,HEPG2
664,HEPG2-03_3_H22,HEPG2-03,3,H22,17,positive_control,train/HEPG2-03/Plate3/H22_s1,HEPG2
665,HEPG2-03_3_H22,HEPG2-03,3,H22,17,positive_control,train/HEPG2-03/Plate3/H22_s2,HEPG2
666,HEPG2-03_3_J03,HEPG2-03,3,J03,21,positive_control,train/HEPG2-03/Plate3/J03_s1,HEPG2
667,HEPG2-03_3_J03,HEPG2-03,3,J03,21,positive_control,train/HEPG2-03/Plate3/J03_s2,HEPG2
668,HEPG2-03_3_J07,HEPG2-03,3,J07,16,positive_control,train/HEPG2-03/Plate3/J07_s1,HEPG2
669,HEPG2-03_3_J07,HEPG2-03,3,J07,16,positive_control,train/HEPG2-03/Plate3/J07_s2,HEPG2
670,HEPG2-03_3_J11,HEPG2-03,3,J11,27,positive_control,train/HEPG2-03/Plate3/J11_s1,HEPG2
671,HEPG2-03_3_J11,HEPG2-03,3,J11,27,positive_control,train/HEPG2-03/Plate3/J11_s2,HEPG2
672,HEPG2-03_3_J15,HEPG2-03,3,J15,29,positive_control,train/HEPG2-03/Plate3/J15_s1,HEPG2
673,HEPG2-03_3_J15,HEPG2-03,3,J15,29,positive_control,train/HEPG2-03/Plate3/J15_s2,HEPG2
674,HEPG2-03_3_J19,HEPG2-03,3,J19,7,positive_control,train/HEPG2-03/Plate3/J19_s1,HEPG2
675,HEPG2-03_3_J19,HEPG2-03,3,J19,7,positive_control,train/HEPG2-03/Plate3/J19_s2,HEPG2
676,HEPG2-03_3_J22,HEPG2-03,3,J22,0,positive_control,train/HEPG2-03/Plate3/J22_s1,HEPG2
677,HEPG2-03_3_J22,HEPG2-03,3,J22,0,positive_control,train/HEPG2-03/Plate3/J22_s2,HEPG2
678,HEPG2-03_3_M03,HEPG2-03,3,M03,3,positive_control,train/HEPG2-03/Plate3/M03_s1,HEPG2
679,HEPG2-03_3_M03,HEPG2-03,3,M03,3,positive_control,train/HEPG2-03/Plate3/M03_s2,HEPG2
680,HEPG2-03_3_M07,HEPG2-03,3,M07,19,positive_control,train/HEPG2-03/Plate3/M07_s1,HEPG2
681,HEPG2-03_3_M07,HEPG2-03,3,M07,19,positive_control,train/HEPG2-03/Plate3/M07_s2,HEPG2
682,HEPG2-03_3_M11,HEPG2-03,3,M11,25,positive_control,train/HEPG2-03/Plate3/M11_s1,HEPG2
683,HEPG2-03_3_M11,HEPG2-03,3,M11,25,positive_control,train/HEPG2-03/Plate3/M11_s2,HEPG2
684,HEPG2-03_3_M15,HEPG2-03,3,M15,2,positive_control,train/HEPG2-03/Plate3/M15_s1,HEPG2
685,HEPG2-03_3_M15,HEPG2-03,3,M15,2,positive_control,train/HEPG2-03/Plate3/M15_s2,HEPG2
686,HEPG2-03_3_M19,HEPG2-03,3,M19,11,positive_control,train/HEPG2-03/Plate3/M19_s1,HEPG2
687,HEPG2-03_3_M19,HEPG2-03,3,M19,11,positive_control,train/HEPG2-03/Plate3/M19_s2,HEPG2
688,HEPG2-03_3_M22,HEPG2-03,3,M22,12,positive_control,train/HEPG2-03/Plate3/M22_s1,HEPG2
689,HEPG2-03_3_M22,HEPG2-03,3,M22,12,positive_control,train/HEPG2-03/Plate3/M22_s2,HEPG2
690,HEPG2-03_4_B02,HEPG2-03,4,B02,30,negative_control,train/HEPG2-03/Plate4/B02_s1,HEPG2
691,HEPG2-03_4_B02,HEPG2-03,4,B02,30,negative_control,train/HEPG2-03/Plate4/B02_s2,HEPG2
692,HEPG2-03_4_C03,HEPG2-03,4,C03,8,positive_control,train/HEPG2-03/Plate4/C03_s1,HEPG2
693,HEPG2-03_4_C03,HEPG2-03,4,C03,8,positive_control,train/HEPG2-03/Plate4/C03_s2,HEPG2
694,HEPG2-03_4_C07,HEPG2-03,4,C07,1,positive_control,train/HEPG2-03/Plate4/C07_s1,HEPG2
695,HEPG2-03_4_C07,HEPG2-03,4,C07,1,positive_control,train/HEPG2-03/Plate4/C07_s2,HEPG2
696,HEPG2-03_4_C11,HEPG2-03,4,C11,27,positive_control,train/HEPG2-03/Plate4/C11_s1,HEPG2
697,HEPG2-03_4_C11,HEPG2-03,4,C11,27,positive_control,train/HEPG2-03/Plate4/C11_s2,HEPG2
698,HEPG2-03_4_C15,HEPG2-03,4,C15,24,positive_control,train/HEPG2-03/Plate4/C15_s1,HEPG2
699,HEPG2-03_4_C15,HEPG2-03,4,C15,24,positive_control,train/HEPG2-03/Plate4/C15_s2,HEPG2
700,HEPG2-03_4_C19,HEPG2-03,4,C19,2,positive_control,train/HEPG2-03/Plate4/C19_s1,HEPG2
701,HEPG2-03_4_C19,HEPG2-03,4,C19,2,positive_control,train/HEPG2-03/Plate4/C19_s2,HEPG2
702,HEPG2-03_4_C22,HEPG2-03,4,C22,18,positive_control,train/HEPG2-03/Plate4/C22_s1,HEPG2
703,HEPG2-03_4_C22,HEPG2-03,4,C22,18,positive_control,train/HEPG2-03/Plate4/C22_s2,HEPG2
704,HEPG2-03_4_F03,HEPG2-03,4,F03,17,positive_control,train/HEPG2-03/Plate4/F03_s1,HEPG2
705,HEPG2-03_4_F03,HEPG2-03,4,F03,17,positive_control,train/HEPG2-03/Plate4/F03_s2,HEPG2
706,HEPG2-03_4_F07,HEPG2-03,4,F07,28,positive_control,train/HEPG2-03/Plate4/F07_s1,HEPG2
707,HEPG2-03_4_F07,HEPG2-03,4,F07,28,positive_control,train/HEPG2-03/Plate4/F07_s2,HEPG2
708,HEPG2-03_4_F11,HEPG2-03,4,F11,22,positive_control,train/HEPG2-03/Plate4/F11_s1,HEPG2
709,HEPG2-03_4_F11,HEPG2-03,4,F11,22,positive_control,train/HEPG2-03/Plate4/F11_s2,HEPG2
710,HEPG2-03_4_F15,HEPG2-03,4,F15,10,positive_control,train/HEPG2-03/Plate4/F15_s1,HEPG2
711,HEPG2-03_4_F15,HEPG2-03,4,F15,10,positive_control,train/HEPG2-03/Plate4/F15_s2,HEPG2
712,HEPG2-03_4_F19,HEPG2-03,4,F19,19,positive_control,train/HEPG2-03/Plate4/F19_s1,HEPG2
713,HEPG2-03_4_F19,HEPG2-03,4,F19,19,positive_control,train/HEPG2-03/Plate4/F19_s2,HEPG2
714,HEPG2-03_4_F22,HEPG2-03,4,F22,29,positive_control,train/HEPG2-03/Plate4/F22_s1,HEPG2
715,HEPG2-03_4_F22,HEPG2-03,4,F22,29,positive_control,train/HEPG2-03/Plate4/F22_s2,HEPG2
716,HEPG2-03_4_H03,HEPG2-03,4,H03,9,positive_control,train/HEPG2-03/Plate4/H03_s1,HEPG2
717,HEPG2-03_4_H03,HEPG2-03,4,H03,9,positive_control,train/HEPG2-03/Plate4/H03_s2,HEPG2
718,HEPG2-03_4_H07,HEPG2-03,4,H07,5,positive_control,train/HEPG2-03/Plate4/H07_s1,HEPG2
719,HEPG2-03_4_H07,HEPG2-03,4,H07,5,positive_control,train/HEPG2-03/Plate4/H07_s2,HEPG2
720,HEPG2-03_4_H11,HEPG2-03,4,H11,12,positive_control,train/HEPG2-03/Plate4/H11_s1,HEPG2
721,HEPG2-03_4_H11,HEPG2-03,4,H11,12,positive_control,train/HEPG2-03/Plate4/H11_s2,HEPG2
722,HEPG2-03_4_H15,HEPG2-03,4,H15,20,positive_control,train/HEPG2-03/Plate4/H15_s1,HEPG2
723,HEPG2-03_4_H15,HEPG2-03,4,H15,20,positive_control,train/HEPG2-03/Plate4/H15_s2,HEPG2
724,HEPG2-03_4_H19,HEPG2-03,4,H19,16,positive_control,train/HEPG2-03/Plate4/H19_s1,HEPG2
725,HEPG2-03_4_H19,HEPG2-03,4,H19,16,positive_control,train/HEPG2-03/Plate4/H19_s2,HEPG2
726,HEPG2-03_4_H22,HEPG2-03,4,H22,15,positive_control,train/HEPG2-03/Plate4/H22_s1,HEPG2
727,HEPG2-03_4_H22,HEPG2-03,4,H22,15,positive_control,train/HEPG2-03/Plate4/H22_s2,HEPG2
728,HEPG2-03_4_J03,HEPG2-03,4,J03,4,positive_control,train/HEPG2-03/Plate4/J03_s1,HEPG2
729,HEPG2-03_4_J03,HEPG2-03,4,J03,4,positive_control,train/HEPG2-03/Plate4/J03_s2,HEPG2
730,HEPG2-03_4_J07,HEPG2-03,4,J07,3,positive_control,train/HEPG2-03/Plate4/J07_s1,HEPG2
731,HEPG2-03_4_J07,HEPG2-03,4,J07,3,positive_control,train/HEPG2-03/Plate4/J07_s2,HEPG2
732,HEPG2-03_4_J11,HEPG2-03,4,J11,21,positive_control,train/HEPG2-03/Plate4/J11_s1,HEPG2
733,HEPG2-03_4_J11,HEPG2-03,4,J11,21,positive_control,train/HEPG2-03/Plate4/J11_s2,HEPG2
734,HEPG2-03_4_J15,HEPG2-03,4,J15,0,positive_control,train/HEPG2-03/Plate4/J15_s1,HEPG2
735,HEPG2-03_4_J15,HEPG2-03,4,J15,0,positive_control,train/HEPG2-03/Plate4/J15_s2,HEPG2
736,HEPG2-03_4_J19,HEPG2-03,4,J19,13,positive_control,train/HEPG2-03/Plate4/J19_s1,HEPG2
737,HEPG2-03_4_J19,HEPG2-03,4,J19,13,positive_control,train/HEPG2-03/Plate4/J19_s2,HEPG2
738,HEPG2-03_4_J22,HEPG2-03,4,J22,25,positive_control,train/HEPG2-03/Plate4/J22_s1,HEPG2
739,HEPG2-03_4_J22,HEPG2-03,4,J22,25,positive_control,train/HEPG2-03/Plate4/J22_s2,HEPG2
740,HEPG2-03_4_M03,HEPG2-03,4,M03,11,positive_control,train/HEPG2-03/Plate4/M03_s1,HEPG2
741,HEPG2-03_4_M03,HEPG2-03,4,M03,11,positive_control,train/HEPG2-03/Plate4/M03_s2,HEPG2
742,HEPG2-03_4_M07,HEPG2-03,4,M07,26,positive_control,train/HEPG2-03/Plate4/M07_s1,HEPG2
743,HEPG2-03_4_M07,HEPG2-03,4,M07,26,positive_control,train/HEPG2-03/Plate4/M07_s2,HEPG2
744,HEPG2-03_4_M11,HEPG2-03,4,M11,14,positive_control,train/HEPG2-03/Plate4/M11_s1,HEPG2
745,HEPG2-03_4_M11,HEPG2-03,4,M11,14,positive_control,train/HEPG2-03/Plate4/M11_s2,HEPG2
746,HEPG2-03_4_M15,HEPG2-03,4,M15,6,positive_control,train/HEPG2-03/Plate4/M15_s1,HEPG2
747,HEPG2-03_4_M15,HEPG2-03,4,M15,6,positive_control,train/HEPG2-03/Plate4/M15_s2,HEPG2
748,HEPG2-03_4_M19,HEPG2-03,4,M19,23,positive_control,train/HEPG2-03/Plate4/M19_s1,HEPG2
749,HEPG2-03_4_M19,HEPG2-03,4,M19,23,positive_control,train/HEPG2-03/Plate4/M19_s2,HEPG2
750,HEPG2-03_4_M22,HEPG2-03,4,M22,7,positive_control,train/HEPG2-03/Plate4/M22_s1,HEPG2
751,HEPG2-03_4_M22,HEPG2-03,4,M22,7,positive_control,train/HEPG2-03/Plate4/M22_s2,HEPG2
752,HEPG2-04_1_B02,HEPG2-04,1,B02,30,negative_control,train/HEPG2-04/Plate1/B02_s1,HEPG2
753,HEPG2-04_1_B02,HEPG2-04,1,B02,30,negative_control,train/HEPG2-04/Plate1/B02_s2,HEPG2
754,HEPG2-04_1_C03,HEPG2-04,1,C03,10,positive_control,train/HEPG2-04/Plate1/C03_s1,HEPG2
755,HEPG2-04_1_C03,HEPG2-04,1,C03,10,positive_control,train/HEPG2-04/Plate1/C03_s2,HEPG2
756,HEPG2-04_1_C07,HEPG2-04,1,C07,19,positive_control,train/HEPG2-04/Plate1/C07_s1,HEPG2
757,HEPG2-04_1_C07,HEPG2-04,1,C07,19,positive_control,train/HEPG2-04/Plate1/C07_s2,HEPG2
758,HEPG2-04_1_C11,HEPG2-04,1,C11,20,positive_control,train/HEPG2-04/Plate1/C11_s1,HEPG2
759,HEPG2-04_1_C11,HEPG2-04,1,C11,20,positive_control,train/HEPG2-04/Plate1/C11_s2,HEPG2
760,HEPG2-04_1_C15,HEPG2-04,1,C15,13,positive_control,train/HEPG2-04/Plate1/C15_s1,HEPG2
761,HEPG2-04_1_C15,HEPG2-04,1,C15,13,positive_control,train/HEPG2-04/Plate1/C15_s2,HEPG2
762,HEPG2-04_1_C19,HEPG2-04,1,C19,28,positive_control,train/HEPG2-04/Plate1/C19_s1,HEPG2
763,HEPG2-04_1_C19,HEPG2-04,1,C19,28,positive_control,train/HEPG2-04/Plate1/C19_s2,HEPG2
764,HEPG2-04_1_C22,HEPG2-04,1,C22,24,positive_control,train/HEPG2-04/Plate1/C22_s1,HEPG2
765,HEPG2-04_1_C22,HEPG2-04,1,C22,24,positive_control,train/HEPG2-04/Plate1/C22_s2,HEPG2
766,HEPG2-04_1_F03,HEPG2-04,1,F03,2,positive_control,train/HEPG2-04/Plate1/F03_s1,HEPG2
767,HEPG2-04_1_F03,HEPG2-04,1,F03,2,positive_control,train/HEPG2-04/Plate1/F03_s2,HEPG2
768,HEPG2-04_1_F07,HEPG2-04,1,F07,22,positive_control,train/HEPG2-04/Plate1/F07_s1,HEPG2
769,HEPG2-04_1_F07,HEPG2-04,1,F07,22,positive_control,train/HEPG2-04/Plate1/F07_s2,HEPG2
770,HEPG2-04_1_F11,HEPG2-04,1,F11,25,positive_control,train/HEPG2-04/Plate1/F11_s1,HEPG2
771,HEPG2-04_1_F11,HEPG2-04,1,F11,25,positive_control,train/HEPG2-04/Plate1/F11_s2,HEPG2
772,HEPG2-04_1_F15,HEPG2-04,1,F15,4,positive_control,train/HEPG2-04/Plate1/F15_s1,HEPG2
773,HEPG2-04_1_F15,HEPG2-04,1,F15,4,positive_control,train/HEPG2-04/Plate1/F15_s2,HEPG2
774,HEPG2-04_1_F19,HEPG2-04,1,F19,3,positive_control,train/HEPG2-04/Plate1/F19_s1,HEPG2
775,HEPG2-04_1_F19,HEPG2-04,1,F19,3,positive_control,train/HEPG2-04/Plate1/F19_s2,HEPG2
776,HEPG2-04_1_F22,HEPG2-04,1,F22,18,positive_control,train/HEPG2-04/Plate1/F22_s1,HEPG2
777,HEPG2-04_1_F22,HEPG2-04,1,F22,18,positive_control,train/HEPG2-04/Plate1/F22_s2,HEPG2
778,HEPG2-04_1_H03,HEPG2-04,1,H03,6,positive_control,train/HEPG2-04/Plate1/H03_s1,HEPG2
779,HEPG2-04_1_H03,HEPG2-04,1,H03,6,positive_control,train/HEPG2-04/Plate1/H03_s2,HEPG2
780,HEPG2-04_1_H07,HEPG2-04,1,H07,1,positive_control,train/HEPG2-04/Plate1/H07_s1,HEPG2
781,HEPG2-04_1_H07,HEPG2-04,1,H07,1,positive_control,train/HEPG2-04/Plate1/H07_s2,HEPG2
782,HEPG2-04_1_H11,HEPG2-04,1,H11,11,positive_control,train/HEPG2-04/Plate1/H11_s1,HEPG2
783,HEPG2-04_1_H11,HEPG2-04,1,H11,11,positive_control,train/HEPG2-04/Plate1/H11_s2,HEPG2
784,HEPG2-04_1_H15,HEPG2-04,1,H15,14,positive_control,train/HEPG2-04/Plate1/H15_s1,HEPG2
785,HEPG2-04_1_H15,HEPG2-04,1,H15,14,positive_control,train/HEPG2-04/Plate1/H15_s2,HEPG2
786,HEPG2-04_1_H19,HEPG2-04,1,H19,8,positive_control,train/HEPG2-04/Plate1/H19_s1,HEPG2
787,HEPG2-04_1_H19,HEPG2-04,1,H19,8,positive_control,train/HEPG2-04/Plate1/H19_s2,HEPG2
788,HEPG2-04_1_H22,HEPG2-04,1,H22,15,positive_control,train/HEPG2-04/Plate1/H22_s1,HEPG2
789,HEPG2-04_1_H22,HEPG2-04,1,H22,15,positive_control,train/HEPG2-04/Plate1/H22_s2,HEPG2
790,HEPG2-04_1_J03,HEPG2-04,1,J03,7,positive_control,train/HEPG2-04/Plate1/J03_s1,HEPG2
791,HEPG2-04_1_J03,HEPG2-04,1,J03,7,positive_control,train/HEPG2-04/Plate1/J03_s2,HEPG2
792,HEPG2-04_1_J07,HEPG2-04,1,J07,23,positive_control,train/HEPG2-04/Plate1/J07_s1,HEPG2
793,HEPG2-04_1_J07,HEPG2-04,1,J07,23,positive_control,train/HEPG2-04/Plate1/J07_s2,HEPG2
794,HEPG2-04_1_J11,HEPG2-04,1,J11,27,positive_control,train/HEPG2-04/Plate1/J11_s1,HEPG2
795,HEPG2-04_1_J11,HEPG2-04,1,J11,27,positive_control,train/HEPG2-04/Plate1/J11_s2,HEPG2
796,HEPG2-04_1_J15,HEPG2-04,1,J15,12,positive_control,train/HEPG2-04/Plate1/J15_s1,HEPG2
797,HEPG2-04_1_J15,HEPG2-04,1,J15,12,positive_control,train/HEPG2-04/Plate1/J15_s2,HEPG2
798,HEPG2-04_1_J19,HEPG2-04,1,J19,17,positive_control,train/HEPG2-04/Plate1/J19_s1,HEPG2
799,HEPG2-04_1_J19,HEPG2-04,1,J19,17,positive_control,train/HEPG2-04/Plate1/J19_s2,HEPG2
800,HEPG2-04_1_J22,HEPG2-04,1,J22,16,positive_control,train/HEPG2-04/Plate1/J22_s1,HEPG2
801,HEPG2-04_1_J22,HEPG2-04,1,J22,16,positive_control,train/HEPG2-04/Plate1/J22_s2,HEPG2
802,HEPG2-04_1_M03,HEPG2-04,1,M03,29,positive_control,train/HEPG2-04/Plate1/M03_s1,HEPG2
803,HEPG2-04_1_M03,HEPG2-04,1,M03,29,positive_control,train/HEPG2-04/Plate1/M03_s2,HEPG2
804,HEPG2-04_1_M07,HEPG2-04,1,M07,26,positive_control,train/HEPG2-04/Plate1/M07_s1,HEPG2
805,HEPG2-04_1_M07,HEPG2-04,1,M07,26,positive_control,train/HEPG2-04/Plate1/M07_s2,HEPG2
806,HEPG2-04_1_M11,HEPG2-04,1,M11,5,positive_control,train/HEPG2-04/Plate1/M11_s1,HEPG2
807,HEPG2-04_1_M11,HEPG2-04,1,M11,5,positive_control,train/HEPG2-04/Plate1/M11_s2,HEPG2
808,HEPG2-04_1_M15,HEPG2-04,1,M15,0,positive_control,train/HEPG2-04/Plate1/M15_s1,HEPG2
809,HEPG2-04_1_M15,HEPG2-04,1,M15,0,positive_control,train/HEPG2-04/Plate1/M15_s2,HEPG2
810,HEPG2-04_1_M19,HEPG2-04,1,M19,9,positive_control,train/HEPG2-04/Plate1/M19_s1,HEPG2
811,HEPG2-04_1_M19,HEPG2-04,1,M19,9,positive_control,train/HEPG2-04/Plate1/M19_s2,HEPG2
812,HEPG2-04_1_M22,HEPG2-04,1,M22,21,positive_control,train/HEPG2-04/Plate1/M22_s1,HEPG2
813,HEPG2-04_1_M22,HEPG2-04,1,M22,21,positive_control,train/HEPG2-04/Plate1/M22_s2,HEPG2
814,HEPG2-04_2_B02,HEPG2-04,2,B02,30,negative_control,train/HEPG2-04/Plate2/B02_s1,HEPG2
815,HEPG2-04_2_B02,HEPG2-04,2,B02,30,negative_control,train/HEPG2-04/Plate2/B02_s2,HEPG2
816,HEPG2-04_2_C03,HEPG2-04,2,C03,19,positive_control,train/HEPG2-04/Plate2/C03_s1,HEPG2
817,HEPG2-04_2_C03,HEPG2-04,2,C03,19,positive_control,train/HEPG2-04/Plate2/C03_s2,HEPG2
818,HEPG2-04_2_C07,HEPG2-04,2,C07,5,positive_control,train/HEPG2-04/Plate2/C07_s1,HEPG2
819,HEPG2-04_2_C07,HEPG2-04,2,C07,5,positive_control,train/HEPG2-04/Plate2/C07_s2,HEPG2
820,HEPG2-04_2_C11,HEPG2-04,2,C11,15,positive_control,train/HEPG2-04/Plate2/C11_s1,HEPG2
821,HEPG2-04_2_C11,HEPG2-04,2,C11,15,positive_control,train/HEPG2-04/Plate2/C11_s2,HEPG2
822,HEPG2-04_2_C15,HEPG2-04,2,C15,11,positive_control,train/HEPG2-04/Plate2/C15_s1,HEPG2
823,HEPG2-04_2_C15,HEPG2-04,2,C15,11,positive_control,train/HEPG2-04/Plate2/C15_s2,HEPG2
824,HEPG2-04_2_C19,HEPG2-04,2,C19,22,positive_control,train/HEPG2-04/Plate2/C19_s1,HEPG2
825,HEPG2-04_2_C19,HEPG2-04,2,C19,22,positive_control,train/HEPG2-04/Plate2/C19_s2,HEPG2
826,HEPG2-04_2_C22,HEPG2-04,2,C22,9,positive_control,train/HEPG2-04/Plate2/C22_s1,HEPG2
827,HEPG2-04_2_C22,HEPG2-04,2,C22,9,positive_control,train/HEPG2-04/Plate2/C22_s2,HEPG2
828,HEPG2-04_2_F03,HEPG2-04,2,F03,4,positive_control,train/HEPG2-04/Plate2/F03_s1,HEPG2
829,HEPG2-04_2_F03,HEPG2-04,2,F03,4,positive_control,train/HEPG2-04/Plate2/F03_s2,HEPG2
830,HEPG2-04_2_F07,HEPG2-04,2,F07,10,positive_control,train/HEPG2-04/Plate2/F07_s1,HEPG2
831,HEPG2-04_2_F07,HEPG2-04,2,F07,10,positive_control,train/HEPG2-04/Plate2/F07_s2,HEPG2
832,HEPG2-04_2_F11,HEPG2-04,2,F11,2,positive_control,train/HEPG2-04/Plate2/F11_s1,HEPG2
833,HEPG2-04_2_F11,HEPG2-04,2,F11,2,positive_control,train/HEPG2-04/Plate2/F11_s2,HEPG2
834,HEPG2-04_2_F15,HEPG2-04,2,F15,7,positive_control,train/HEPG2-04/Plate2/F15_s1,HEPG2
835,HEPG2-04_2_F15,HEPG2-04,2,F15,7,positive_control,train/HEPG2-04/Plate2/F15_s2,HEPG2
836,HEPG2-04_2_F19,HEPG2-04,2,F19,24,positive_control,train/HEPG2-04/Plate2/F19_s1,HEPG2
837,HEPG2-04_2_F19,HEPG2-04,2,F19,24,positive_control,train/HEPG2-04/Plate2/F19_s2,HEPG2
838,HEPG2-04_2_F22,HEPG2-04,2,F22,21,positive_control,train/HEPG2-04/Plate2/F22_s1,HEPG2
839,HEPG2-04_2_F22,HEPG2-04,2,F22,21,positive_control,train/HEPG2-04/Plate2/F22_s2,HEPG2
840,HEPG2-04_2_H03,HEPG2-04,2,H03,1,positive_control,train/HEPG2-04/Plate2/H03_s1,HEPG2
841,HEPG2-04_2_H03,HEPG2-04,2,H03,1,positive_control,train/HEPG2-04/Plate2/H03_s2,HEPG2
842,HEPG2-04_2_H07,HEPG2-04,2,H07,23,positive_control,train/HEPG2-04/Plate2/H07_s1,HEPG2
843,HEPG2-04_2_H07,HEPG2-04,2,H07,23,positive_control,train/HEPG2-04/Plate2/H07_s2,HEPG2
844,HEPG2-04_2_H11,HEPG2-04,2,H11,12,positive_control,train/HEPG2-04/Plate2/H11_s1,HEPG2
845,HEPG2-04_2_H11,HEPG2-04,2,H11,12,positive_control,train/HEPG2-04/Plate2/H11_s2,HEPG2
846,HEPG2-04_2_H15,HEPG2-04,2,H15,20,positive_control,train/HEPG2-04/Plate2/H15_s1,HEPG2
847,HEPG2-04_2_H15,HEPG2-04,2,H15,20,positive_control,train/HEPG2-04/Plate2/H15_s2,HEPG2
848,HEPG2-04_2_H19,HEPG2-04,2,H19,26,positive_control,train/HEPG2-04/Plate2/H19_s1,HEPG2
849,HEPG2-04_2_H19,HEPG2-04,2,H19,26,positive_control,train/HEPG2-04/Plate2/H19_s2,HEPG2
